1,"Steve French","Fredericton",
2,"Tree Huckers","Moncton",
3,"Mad Ployes","Edmundston",
4,"Notorious slugs","Fredericton",
5,"Zazzle","Moncton",
6,"Pouliches volantes","Rimouski","esprit sportif"
7,"Team Great Parking","Moncton",
8,"Squall","Baie des Chaleurs",
9,"Alizé","Amqui",
10,"Charrue","Gaspé",
11,"Bleu Marin","Gaspé",
12,"UMCE","Edmundston",
13,"UNB","Fredericton",
14,"Anarchy","St-John",
15,"Tortues rapides","Edmundston,Moncton",
16,"Wolfpack","St-John",

