1, High Five
2, Dire Wolf
3, Madcow Y
4, Madcow X
5, Sheet Metal
6, Grand Trunk
7, Midnight Meat Train
8, Maverick
9, Grantham U.
10, Madador
11, CAKti
12, ROY

