
1, GOAT, NE
2, Ironside, NE
3, PoNY, NE
4, Garuda, NE
5, Dark or Light, NE
6, Phoenix, NE
7, Mephisto, NE
7, Red Tide, NE
9, Big Wrench, NE
9, Red Circus, NE
11, The Nights Watch, NE
11, Youngbloods, NE
13, Jek Factory, NE
14, Genny Tall Boys, NE
15, Pride Rock, NE
16, Stonefish, NE
