
1, Machine,GL
2, Madcow,GL
3, High Five,GL
4, Lake Effect,GL
5, Haymaker,GL
6, Beachfront Property,GL
7, Brickyard,GL
8, Kentucky Flying Circus,GL
9, Chicago Club,GL
10, Enigma,GL
11, Jurassic Shark,GL
12, Midnight Meat Train,GL
