
1, Ulysse
2, High Five
4, Mephisto
4, Dire Wolf
5, The Nights Watch
6, Vanier Wildcats
8, Sheet Metal
8, Garuda
9, Medicine Men
10, Jester
12, Centretown Gunners
12, Warriors of Rad
13, Stonefish
14, Youngbloods
16, Firebird
16, Throw'n Together

