
1, Revolver
2, Sockeye
3, Ironside
4, Johnny Bravo
5, Doublewide
6, Machine
7, Chain Lightning
7, GOAT
9, PoNY
9, Sub Zero
11, Ring of Fire
12, Florida United
13, Condors
14, Furious George
15, Truck Stop
16, Madcow
