
1, Chain Lightning, SE
2, Ring of Fire, SE
3, Florida United, SE
4, Omen, SE
5, Cash Crop, SE
6, Freaks Uv Nature, SE
7, Six Pack, SE
7, Tanasi, SE
9, Jollytown Lollipops, SE
9, Shrimp Boat, SE
11, Ironmen, SE
11, Southern Hospitality, SE
13, Jockamo, SE
14, Vicious SharkForce, SE
15, Queen City Thunder, SE
16, Prairie Squids, SE
