
1, High Five
2, Madcow
3, Beachfront Property
4, Chicago Club
5, Castle
6, Enigma
7, Lake Effect
8, Jurassic Shark
9, Impulse
10, Hustle
11, Madador
12, Spoiler
13, CAKti
14, Midnight Meat Train
15, Flying Pig
16, INfamous
17, Illusion
18, MicroMachines
19, Rust Belt War Bonds
20, Salvage 3
