1,4-Da-Win,,
2,Vieux jeux,,
3,Weedeaters,,
4,Moldus,,
5,Touskis,,
6,P'tits poulets,,
7,Bons jacks,,
8,Capitaines,,
9,Tire-bouchon,,
10,El Gros Club,,
11,Nordisques,,
12,Oeufs poachés,,
13,Apocalypse,,"esprit sportif"
14,Pick up Laurentides,,
15,Ma mère va être contente que je descende,,
16,Club École,,
17,Satyres,,
18,Rue Cockburn,,
19,Thunder,,
20,St-Charles,,
21,Spider pigs,,
22,Juridisques,,
