1,Les joyeux compagnons,,
2,L'équipe Pick-Up,,
3,Les Brûlés,,
4,Squall,,
5,Force Toilette,,
6,Hermaphrodisques,,"esprit sportif"
7,Glenncellents,,
8,Sasquatch!,,
9,Bleu Marin,,
10,Jackalopes,,
11,Les Farfadets,,
12,Les Boyz,,
13,Nordiscs,,
14,White Noise,,
