1,Dion chante noël,,
2,Votre équipe du CA,,
3,Glenncellents,,
4,Frisbeenator,,
5,Team Smash Bros,,
6,Bye avec Souper,,
7,Nain de noël,,
8,Les Machines,,
9,On arrivait pas a s'entendre,,
10,Les poussins pas de tête,,
11,Équipe Épique,,
12,Disc-men,,
13,Zébra Zone,,
