1,Hot Wheels,,
2,Ale-Mah,,
3,Grues d'Acajou,,
4,Sasquatch! Hunters,,
5,Sasquatch!,,
6,Nordiscs,,"esprit sportif"
7,Satyres,,
8,Éponges,,
